"artistName","msPlayed","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"other",3599875,"Pop",0.732,0.34,0,-9.769,1,0.376,0.455,0,0.212,0.34,145.02,151974,4
"major lazer",105525,"Edm",0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185360,4
"other",2246053,"Other",0.439,0.736,11,-3.941,0,0.0365,0.0338,0,0.333,0.197,146.054,248630,4
"other",4881212,"Edm",0.659,0.672,4,-7.56,0,0.0975,0.0535,3.37e-05,0.0941,0.289,110.04,213818,4
"other",5545,"Other",0.286,0.292,2,-8.11,0,0.028,0.959,0.868,0.079,0.143,67.576,165959,4
"other",7762,"Otacore",0.705,0.579,9,-9.639,0,0.035,0.0961,7.59e-06,0.102,0.784,148.017,266074,4
"other",3147,"Other",0.522,0.216,2,-23.121,0,0.0612,0.961,0.878,0.149,0.176,200.074,133000,4
"kato",57652,"Lo-Fi",0.603,0.0573,0,-29.724,0,0.0549,0.995,0.941,0.111,0.471,63.017,49910,3
"kato",49689,"Lo-Fi",0.603,0.0573,0,-29.724,0,0.0549,0.995,0.941,0.111,0.471,63.017,49910,3
"other",261681,"Rock",0.656,0.871,11,-4.548,1,0.071,0.00106,0.0233,0.0828,0.683,119.997,261742,4
"other",1777545,"Chicago Rap",0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,205485,4
"other",225933,"Hollywood",0.702,0.77,7,-9.411,1,0.128,0.00558,0.000802,0.211,0.235,118.034,225933,4
"nirvana",764506,"Rock",0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,4
"other",125543,"Pop",0.563,0.532,7,-7.726,1,0.0416,0.236,9.75e-06,0.122,0.429,145.001,176859,4
"other",255659,"Alternative Rock",0.361,0.929,10,-4.573,0,0.129,0.000965,0.184,0.131,0.0944,149.877,255653,4
"other",3265475,"Alternative",0.691,0.388,1,-12.401,0,0.0537,0.767,0.00337,0.0996,0.304,117.001,186130,4
"surfaces",209732,"Bedroom Soul",0.876,0.565,11,-6.569,0,0.0333,0.16,0.0284,0.114,0.931,111.936,209732,4
"other",205933,"Other",0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,205933,4
"other",267847,"Other",0.393,0.444,10,-5.745,1,0.0289,0.431,0,0.175,0.225,98.523,267847,4
"other",364666,"Alternative",0.543,0.928,0,-5.206,1,0.0755,0.000329,0.567,0.0328,0.358,120.102,182333,4
"lauv",334071,"Pop",0.605,0.554,9,-5.629,0,0.0948,0.761,0,0.0903,0.546,73.457,165102,4
"other",148506,"Chanson",0.711,0.586,10,-9.78,0,0.0514,0.435,6.48e-06,0.15,0.931,124.058,148507,4
"other",219730,"Other",0.707,0.393,9,-8.373,1,0.0368,0.394,0,0.102,0.11,130.048,219730,4
"mark ambor",273701,"Pop",0.663,0.595,6,-6.774,1,0.0346,0.759,0.000404,0.109,0.547,124.022,169080,4
"the neighbourhood",167929,"Alternative Rock",0.7,0.82,5,-5.499,0,0.0329,0.238,0.318,0.658,0.667,109.998,167960,4
"other",73828,"Other",0.678,0.819,8,-3.306,1,0.0313,0.191,0,0.159,0.499,90.004,184248,4
"other",169399,"Rap",0.782,0.52,7,-9.338,0,0.171,0.174,0,0.0747,0.495,113.958,169509,4
"other",428538,"Other",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4
"other",0,"Alternative Rock",0.451,0.987,9,-4.105,1,0.106,9.54e-06,0.102,0.0568,0.368,137.731,204267,4
"lorn",654705,"Glitch Hop",0.639,0.348,8,-8.708,1,0.0343,0.0425,0.736,0.387,0.174,145.022,215359,4
"other",2126204,"Asian Pop",0.534,0.504,9,-4.02,1,0.102,0.354,0,0.0739,0.367,86.482,176440,4
"other",245664,"Lo-Fi",0.5,0.13,2,-21.538,0,0.0463,0.934,0.879,0.334,0.0385,64.013,122832,4
"other",20235,"Classical",0.368,0.00363,1,-36.759,1,0.035,0.993,0.922,0.137,0.085,69.363,254000,3
"other",1406633,"Alternative",0.58,0.658,1,-6.671,1,0.0389,0.219,0,0.0577,0.159,74.984,200322,4
"chase atlantic",130217,"R&b",0.556,0.714,9,-5.322,0,0.158,0.07,0,0.261,0.434,146.113,267920,4
"other",176000,"Other",0.134,0.0243,9,-33.182,1,0.0367,0.944,0.868,0.111,0.0365,71.802,176473,4
"other",417048,"Other",0.597,0.82,2,-5.628,1,0.0284,0.00528,0.128,0.158,0.344,126.971,282506,4
"other",15450359,"Other",0.544,0.757,11,-7.392,1,0.0769,0.431,0.114,0.101,0.216,122.991,273760,4
"winona oak",999292,"Swedish Pop",0.683,0.631,4,-9.351,0,0.104,0.297,0.0235,0.182,0.279,107.814,182852,4
"other",54565,"Other",0.599,0.465,4,-4.95,1,0.0314,0.643,1.57e-06,0.149,0.0678,113.82,230880,4
"other",80648,"Electropop",0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4
"imagine dragons",23709,"Rock",0.636,0.718,1,-4.833,0,0.0313,0.00483,6.51e-06,0.292,0.437,143.929,217867,4
"other",1927704,"Alternative",0.432,0.444,6,-7.298,1,0.125,0.605,0,0.104,0.209,82.79,190267,4
"hans zimmer",6180202,"Classical",0.18,0.226,9,-16.457,0,0.042,0.951,0.982,0.0998,0.048,94.079,126960,4
"nic d",104736,"Pop",0.75,0.493,0,-5.734,0,0.0624,0.238,0,0.0933,0.82,208.11,145424,4
"radwimps",934486,"Japanese Pop",0.473,0.896,6,-4.686,0,0.0714,0.000118,0.779,0.364,0.799,173.918,144093,4
"other",2894097,"Australian Pop",0.573,0.462,3,-8.238,1,0.199,0.232,1.14e-06,0.126,0.45,172.076,195002,4
"hiroyuki sawano",7973,"Other",0.345,0.849,6,-9.816,0,0.0735,0.00658,0.875,0.36,0.185,110.009,366587,4
"other",268800,"Lo-Fi Brasileiro",0.473,0.2,10,-16.99,1,0.0306,0.824,0.898,0.101,0.0431,75.01,134400,4
"onerepublic",2067163,"Piano Rock",0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122.017,257840,4
"other",612237,"Other",0.6,0.39,10,-8.736,1,0.029,0.00146,0.00238,0.11,0.342,113.937,306787,4
"hans zimmer",3439997,"Classical",0.427,0.262,0,-18.505,1,0.0429,0.244,0.879,0.227,0.0405,119.983,506876,4
"other",117871,"Complextro",0.768,0.933,2,-2.95,0,0.0385,0.206,0.915,0.0833,0.245,124.996,161280,4
"other",468000,"Lo-Fi",0.477,0.0629,0,-24.232,0,0.0382,0.872,0.903,0.132,0.0784,120.02,156000,4
"willis",699922,"Alabama Indie",0.611,0.529,4,-10.299,1,0.0243,0.618,0.224,0.21,0.4,106.012,175400,4
"other",221933,"Hip Hop",0.736,0.74,0,-2.18,1,0.0786,0.515,0,0.0468,0.803,140.141,221933,4
"mokita",11196655,"Chill Pop",0.696,0.678,6,-5.679,0,0.0391,0.441,0,0.069,0.517,146.998,168274,4
"illenium",1661219,"Edm",0.377,0.723,7,-2.951,1,0.046,0.181,0,0.0815,0.167,84.139,242012,4
"other",6201197,"Alternative",0.635,0.274,2,-13.53,1,0.033,0.813,0,0.162,0.316,93.025,264585,4
"other",885959,"Other",0.797,0.514,10,-7.177,0,0.19,0.00493,4.47e-06,0.247,0.43,108.992,161835,4
"other",367045,"New French Touch",0.769,0.596,7,-9.359,0,0.0524,0.0487,0.00803,0.204,0.259,105.032,220000,4
"other",268742,"Super Eurobeat",0.407,0.993,0,-6.603,1,0.0485,0.000162,0.61,0.358,0.789,153.059,268747,4
"other",294718,"Rock",0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183,4
"yasumu",124391,"Lo-Fi",0.719,0.181,7,-14.264,0,0.0693,0.768,0.94,0.103,0.101,82.024,124390,4
"other",3946096,"Other",0.292,0.359,5,-9.043,1,0.0328,0.697,1.85e-05,0.108,0.228,177.334,283259,3
"other",1834892,"Other",0.547,0.643,1,-7.63,1,0.0323,8.32e-05,0.917,0.0681,0.0399,125.983,175385,4
"other",224232,"Edm",0.696,0.734,7,-5.294,1,0.0298,0.0485,0,0.183,0.711,107.987,225080,4
"other",4952464,"R&b",0.765,0.614,10,-6.556,0,0.0888,0.0366,0.000269,0.0639,0.552,97.973,218040,4
"other",227267,"Other",0.668,0.87,5,-4.649,1,0.0309,0.0695,0.000453,0.408,0.522,127.993,216170,4
"other",1519202,"Other",0.469,0.0699,5,-12.149,1,0.0471,0.99,1.19e-06,0.0729,0.117,139.061,270000,4
"conan gray",204120,"Pop",0.522,0.765,0,-5.395,1,0.193,0.146,0,0.0866,0.455,180.065,204120,4
"other",435859,"R&b",0.636,0.288,1,-13.341,1,0.0583,0.888,0.184,0.109,0.289,140.07,241714,4
"the neighbourhood",235160,"Alternative Rock",0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,235160,4
"jeremy zucker",242368,"Alternative",0.516,0.323,2,-9.688,1,0.0716,0.489,4.82e-06,0.189,0.386,159.861,217040,3
"other",1235694,"Indie",0.626,0.652,5,-6.132,1,0.0351,0.501,2.68e-06,0.118,0.475,138.007,205950,4
"other",534000,"Other",0.562,0.294,10,-15.963,1,0.0291,0.851,0.946,0.122,0.0975,134.925,178000,4
"other",278204,"Other",0.692,0.729,11,-10.435,1,0.0554,0.438,0.656,0.0939,0.13,100.015,139200,4
"other",2776745,"Other",0.504,0.918,0,-3.463,1,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,294827,4
"other",396909,"Other",0.594,0.601,0,-8.532,1,0.0391,0.18,0.000539,0.106,0.524,155.583,175973,4
"mike shinoda",10414,"Alternative Hip Hop",0.655,0.689,5,-4.576,0,0.0413,0.223,0.524,0.245,0.35,78.974,195970,4
"aurora",6625520,"Alternative",0.726,0.738,6,-6.589,0,0.0602,0.102,2.17e-05,0.0882,0.414,115.904,201640,4
"other",168020,"Lo-Fi Jazzhop",0.768,0.27,7,-17.331,1,0.0743,0.725,0.931,0.11,0.285,160.062,168020,4
"matt maltese",683172,"Indie",0.615,0.281,11,-8.468,1,0.0273,0.874,0.537,0.108,0.233,131.979,202022,3
"other",1275711,"British Singer-Songwriter",0.494,0.267,0,-11.54,1,0.0308,0.935,5.58e-05,0.128,0.166,115.117,240400,3
"twenty one pilots",283340,"Rock",0.641,0.561,4,-5.856,1,0.0355,0.12,0.0021,0.358,0.678,111.938,282613,4
"other",50814,"Other",0.781,0.608,8,-8.452,1,0.0408,0.217,3.63e-05,0.158,0.609,101.017,270000,4
"other",125479,"Phonk",0.916,0.702,0,-4.78,1,0.0362,0.00567,0.271,0.13,0.842,126.066,125719,4
"other",282867,"Phonk",0.666,0.958,0,-3.602,1,0.0455,0.273,0.931,0.0993,0.909,121.993,141639,4
"kute",143467,"Aggressive Phonk",0.613,0.975,1,-2.704,1,0.0871,0.00173,0.0294,0.101,0.424,124.071,143468,4
"blackbear",179940,"Pop",0.709,0.725,7,-5.545,0,0.0759,0.0772,0,0.158,0.226,139.968,180576,4
"other",137072,"Phonk",0.7,0.975,4,-2.659,0,0.0356,0.00382,0.427,0.328,0.43,126.011,137148,4
"other",1922355,"Super Eurobeat",0.558,0.991,5,-3.106,0,0.0604,0.0214,0,0.106,0.775,154.004,260555,4
"ap dhillon",202813,"Hip Hop",0.863,0.387,5,-10.057,0,0.256,0.365,0.00238,0.06,0.39,100.013,168000,4
"other",226118,"Phonk",0.88,0.712,7,-4.27,1,0.0795,0.145,0.936,0.162,0.615,131.983,113187,4
"other",81797,"Other",0.641,0.555,8,-8.287,0,0.184,0.0807,0,0.279,0.318,114.009,137093,4
"other",69777,"Hip Hop",0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,220800,4
"lund",648102,"Hip Hop",0.754,0.632,9,-7.87,1,0.0329,0.283,0,0.106,0.563,134.959,160987,4
"hiroyuki sawano",2292,"Other",0.573,0.879,2,-4.853,0,0.19,0.000176,0.00304,0.349,0.539,137.936,206027,4
"other",55513,"Other",0.761,0.539,11,-7.963,1,0.0388,0.601,0,0.133,0.509,105.952,218286,4
"blackbear",139473,"Pop",0.767,0.696,2,-3.428,1,0.162,0.231,0,0.228,0.715,115.006,217564,4
"other",52054,"Other",0.765,0.955,9,-2.968,1,0.283,0.0952,0.000995,0.342,0.448,179.999,122667,4
"blackbear",166183,"Pop",0.594,0.462,1,-8.677,0,0.141,0.00841,0,0.13,0.164,78.805,166219,4
"other",293069,"Other",0.822,0.381,6,-11.82,1,0.131,0.491,0.00557,0.284,0.691,108.007,146647,4
"the neighbourhood",17401394,"Alternative Rock",0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4
"other",7908,"Other",0.615,0.759,7,-7.04,1,0.118,0.00103,2.98e-05,0.571,0.394,139.964,161355,4
"other",1909546,"Alternative",0.834,0.663,8,-6.143,1,0.133,0.235,0,0.372,0.774,121.876,146523,4
"other",13255155,"Other",0.722,0.65,0,-8.205,1,0.0455,0.14,0.000232,0.357,0.518,127.916,174854,4
"other",2598220,"Detroit Hip Hop",0.787,0.73,11,-6.788,0,0.35,0.0276,0.00157,0.0828,0.739,159.825,220293,4
"boy in space",20433,"Alternative",0.61,0.546,2,-7.822,1,0.0521,0.476,0,0.329,0.364,139.768,199606,4
"other",195406,"Other",0.723,0.525,3,-12.891,0,0.09,0.098,0.000598,0.273,0.548,159.959,195406,4
"au/ra",842520,"Alternative",0.754,0.534,9,-8.424,0,0.123,0.0721,0.00615,0.218,0.809,149.146,178187,4
"other",369472,"Lo-Fi Brasileiro",0.39,0.131,5,-19.976,0,0.0307,0.956,0.944,0.0908,0.0478,75.697,184737,3
"other",5634,"Lo-Fi",0.593,0.275,6,-15.25,0,0.0638,0.816,0.0115,0.108,0.363,114.82,87411,4
"other",6290659,"Edm",0.672,0.748,11,-5.922,0,0.0589,0.305,0,0.0811,0.964,163.984,202227,4
"other",245998,"Other",0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,198053,4
"other",0,"Other",0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,256000,4
"other",604608,"Pop",0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998,171030,4
"sasha alex sloan",18038573,"Alternative",0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,197732,4
"other",7088687,"Other",0.316,0.237,1,-9.25,1,0.0353,0.854,8.3e-06,0.117,0.237,93.177,248033,1
"other",30011,"Other",0.47,0.757,10,-8.157,1,0.0367,0.0481,0.235,0.0809,0.268,139.089,250760,4
"other",123870,"Lo-Fi",0.682,0.141,2,-19.345,0,0.0616,0.801,0.886,0.112,0.109,93.099,123871,4
"other",577333,"Alternative",0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,233720,3
"other",9441666,"Alternative",0.573,0.715,8,-3.293,0,0.0256,0.0444,0,0.0898,0.258,101.699,268717,3
"other",245840,"Other",0.949,0.79,8,-5.957,1,0.0756,0.00437,0,0.0816,0.807,117.002,246053,4
"other",126442,"Alternative",0.43,0.626,9,-6.219,0,0.0491,0.0158,0,0.38,0.613,99.702,126479,4
"other",132948,"Other",0.623,0.387,2,-10.983,0,0.0419,0.68,0.613,0.141,0.365,150.047,133140,4
"charlie puth",2011023,"Pop",0.696,0.517,2,-8.379,0,0.0366,0.364,0,0.197,0.23,112.291,199133,3
"other",251120,"Alternative",0.593,0.658,8,-8.393,0,0.0364,0.0118,0.0204,0.137,0.422,135.053,251120,4
"other",818446,"Other",0.4,0.915,0,-4.89,1,0.28,0.0846,0,0.0503,0.878,88.917,198773,3
"other",268573,"Filmi",0.837,0.839,11,-5.548,1,0.0468,0.0381,0.000193,0.301,0.679,107.025,268713,4
"other",104486,"Filmi",0.694,0.959,7,-5.635,1,0.06,0.0408,0.0825,0.0763,0.77,124.995,276673,4
"other",122198,"Filmi",0.509,0.617,7,-2.233,0,0.0249,0.304,7.8e-05,0.164,0.339,86.025,304049,4
"other",28080,"Filmi",0.587,0.415,7,-7.086,0,0.027,0.67,1.61e-06,0.142,0.3,86.066,304274,4
"other",215672,"Pop",0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,215672,4
"other",363479,"Other",0.603,0.784,6,-4.023,1,0.062,0.446,8.32e-06,0.119,0.769,172.041,173104,4
"other",168773,"Uk Pop",0.682,0.677,0,-7.797,1,0.046,0.0955,0.365,0.0557,0.548,114.959,168189,4
"other",26270,"Other",0.555,0.404,9,-10.615,0,0.0249,0.684,0.000211,0.125,0.162,89.061,223472,4
"tate mcrae",952635,"Alternative",0.625,0.328,9,-10.603,0,0.0341,0.389,9.27e-05,0.109,0.0902,91.959,161252,4
"other",194457,"Pop",0.541,0.676,8,-3.893,0,0.153,0.442,0,0.159,0.845,90.037,185333,4
"other",3942714,"Filmi",0.552,0.598,9,-6.052,0,0.0362,0.479,0,0.0806,0.354,135.951,426499,4
"radwimps",2493661,"Japanese Pop",0.673,0.119,5,-20.274,1,0.0656,0.985,0.73,0.114,0.478,123.87,245907,4
"radwimps",977622,"Japanese Pop",0.679,0.13,5,-22.383,1,0.0852,0.993,0.729,0.106,0.41,123.43,129013,4
"low roar",917111,"Icelandic Indie",0.439,0.378,9,-11.776,1,0.033,0.689,0.208,0.168,0.0811,110.862,336692,4
"hans zimmer",11031,"Classical",0.31,0.0558,9,-19.072,0,0.0285,0.475,0.0447,0.127,0.106,79.924,195240,4
"the weeknd",79027,"Canadian Contemporary R&b",0.28,0.478,9,-8.755,0,0.037,0.674,5.85e-05,0.483,0.0807,111.65,96240,4
"other",442480,"Hip Hop",0.881,0.441,11,-6.278,0,0.0646,0.48,9.08e-06,0.119,0.804,138.014,221240,4
"hans zimmer",2140569,"Classical",0.311,0.0173,9,-27.788,0,0.0348,0.927,0.964,0.0727,0.0658,95.985,199423,3
"hans zimmer",1853041,"Classical",0.347,0.0213,9,-24.608,0,0.0356,0.97,0.926,0.0803,0.0385,96.101,229146,3
"hans zimmer",4442581,"Classical",0.301,0.308,9,-18.163,0,0.0481,0.698,0.924,0.345,0.11,119.967,417240,3
"other",319998,"Lo-Fi",0.359,0.0535,2,-19.794,1,0.0753,0.903,0.91,0.102,0.0664,179.982,106667,3
"other",331900,"Lo-Fi",0.471,0.143,1,-17.247,1,0.039,0.623,0.869,0.0982,0.244,62.682,165951,4
"yasumu",153214,"Lo-Fi",0.74,0.333,11,-12.893,0,0.307,0.715,0.923,0.131,0.168,154.054,153214,4
"aurora",174866,"Alternative",0.604,0.56,10,-8.617,1,0.0786,0.0398,0.000322,0.485,0.266,145.964,219058,4
"ruel",2934777,"Alternative",0.688,0.5,2,-7.411,1,0.138,0.102,0,0.355,0.418,127.906,189608,3
"other",899238,"Hip Hop",0.713,0.746,0,-4.99,1,0.259,0.0402,0,0.601,0.47,135.021,299747,4
"ber",166480,"Alternative",0.781,0.396,11,-8.427,1,0.0467,0.52,2.67e-05,0.134,0.749,105.016,166480,4
"other",6290005,"Rap",0.719,0.651,7,-5.872,1,0.0274,0.127,0,0.0762,0.289,104.956,219429,4
"au/ra",56191,"Alternative",0.703,0.831,5,-5.651,0,0.0637,0.00189,0.118,0.207,0.29,132.001,194791,4
"sean dagher",65967,"Shanty",0.902,0.43,11,-7.239,1,0.0567,0.899,0,0.0964,0.83,94.043,67173,4
"kute",172672,"Aggressive Phonk",0.708,0.899,0,-4.249,1,0.181,0.00531,0.246,0.11,0.412,99.934,172800,4
"charlotte gainsbourg",4172662,"Alternative",0.461,0.545,11,-8.166,1,0.046,0.0297,0.0471,0.0928,0.408,104.97,364987,4
"charlotte gainsbourg",466296,"Alternative",0.591,0.534,4,-7.929,1,0.0424,0.0207,0.0535,0.256,0.51,104.943,233149,4
"charlotte gainsbourg",475057,"Alternative",0.799,0.858,11,-5.977,1,0.0588,0.0422,0.783,0.0625,0.965,104.976,475058,4
"other",570278,"Chillstep",0.646,0.11,9,-20.284,0,0.0354,0.928,0.852,0.0971,0.0687,140.005,236576,4
"other",19226,"Other",0.581,0.913,2,-4.222,1,0.0547,9e-05,0.831,0.543,0.401,139.999,224000,4
"other",409512,"Indietronica",0.487,0.704,1,-5.825,1,0.0514,0.00126,0.0652,0.0686,0.0542,121.951,316214,4
"other",1273627,"R&b",0.711,0.592,4,-7.136,0,0.23,0.758,0,0.156,0.535,124.749,141224,4
"other",1927352,"Filmi",0.725,0.918,9,-4.875,1,0.0447,0.0289,5.13e-06,0.602,0.927,107.975,352388,4
"other",7370,"Other",0.568,0.956,0,-9.435,0,0.0416,0.115,0,0.199,0.7,154.042,250942,4
"other",786411,"Desi Pop",0.799,0.828,9,-4.846,0,0.0782,0.424,0,0.145,0.627,105.04,256271,4
"alec benjamin",3582444,"Alternative",0.708,0.494,5,-7.496,0,0.0365,0.697,0.000115,0.34,0.76,142.921,163172,4
"imagine dragons",177506,"Rock",0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
"other",207850,"Rap",0.544,0.55,4,-10.654,1,0.0592,0.0183,0,0.193,0.134,149.872,204891,4
"other",614451,"Rap",0.532,0.543,4,-10.596,1,0.0568,0.0176,0,0.217,0.116,150.038,204868,4
"other",411541,"Bass Trap",0.678,0.685,1,-4.745,1,0.0827,0.0073,0,0.252,0.116,130.063,242308,4
"other",165525,"Gym Phonk",0.448,0.673,5,-6.851,0,0.34,0.017,0.000156,0.176,0.187,181.127,165559,4
"alec benjamin",423240,"Alternative",0.463,0.755,2,-5.04,1,0.0727,0.137,0,0.0745,0.649,79.488,141163,4
"other",228826,"Other",0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.085,228827,4
"other",8899,"Phonk",0.646,0.708,3,-5.875,0,0.065,0.0145,0.781,0.35,0.382,128.011,144136,4
"other",276493,"Dance",0.528,0.782,4,-6.17,0,0.0314,0.00928,2.21e-05,0.179,0.719,120.311,276508,4
"other",3068600,"Other",0.615,0.545,1,-9.178,1,0.0272,0.0312,0.624,0.109,0.367,115.97,306861,4
"other",0,"Alternative Rock",0.465,0.988,3,-4.126,0,0.106,3.2e-05,0.0114,0.13,0.155,133.017,287340,4
"hans zimmer",3099597,"Classical",0.244,0.108,0,-14.973,1,0.0451,0.188,0.909,0.0509,0.0254,118.723,402202,4
"other",80000,"Other",0.539,0.3,6,-17.864,0,0.0476,0.972,0.95,0.0737,0.0607,120.007,80000,4
"other",166384,"Filmi",0.34,0.96,1,-5.427,1,0.0802,0.238,4.32e-06,0.0378,0.475,150.04,356827,4
"other",533503,"Trap",0.507,0.864,6,-1.421,0,0.168,0.343,2.57e-05,0.0891,0.41,150.075,176000,4
"alec benjamin",488998,"Alternative",0.448,0.606,3,-4.565,1,0.0609,0.577,0,0.217,0.483,121.15,163613,4
"other",729053,"Edm",0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,131272,5
"other",273101,"Phonk",0.73,0.757,2,-7.379,1,0.0989,0.00189,0.833,0.157,0.259,102.378,136652,4
"other",1360064,"Alternative",0.602,0.694,2,-5.982,0,0.406,0.473,0,0.184,0.43,101.953,186360,4
"the neighbourhood",744623,"Alternative Rock",0.662,0.681,11,-8.152,0,0.0315,0.0321,0.139,0.508,0.864,98.004,186307,4
"other",348500,"Other",0.716,0.974,11,-2.48,0,0.17,0.184,0.00147,0.333,0.886,81.02,264720,4
"uttam singh",636864,"Bollywood",0.684,0.52,7,-10.793,1,0.0339,0.369,3.99e-05,0.724,0.907,92.995,318433,4
"shreya ghoshal",80551,"Filmi",0.8,0.881,0,-6.077,1,0.0502,0.127,0.00011,0.0976,0.81,107.998,373357,4
"other",170442,"Other",0.355,0.919,7,-3.771,1,0.356,0.00234,0.000313,0.262,0.259,159.922,207141,4
"other",52715,"Complextro",0.801,0.918,7,-3.231,0,0.0489,1.66e-06,0.75,0.322,0.503,128.011,194531,4
"vampire weekend",56172,"Classical",0.422,0.809,11,-5.607,1,0.246,0.0333,3.64e-05,0.203,0.735,87.076,160067,4
"other",215153,"Other",0.647,0.608,9,-6.831,1,0.42,0.13,0,0.0584,0.474,125.994,175238,4
"other",2745376,"Pop",0.614,0.0595,0,-16.254,1,0.107,0.957,5.58e-06,0.105,0.146,75.339,341820,4
"other",212549,"Alternative",0.257,0.381,3,-10.62,1,0.0368,0.828,0.00121,0.135,0.264,73.687,212550,4
"other",139863,"Aggressive Phonk",0.71,0.894,1,-1.196,1,0.208,0.0812,0.877,0.28,0.525,92.559,140195,4
"joji",2434155,"Pop",0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,211667,4
"the weeknd",269586,"Canadian Contemporary R&b",0.586,0.525,1,-7.163,0,0.0615,0.111,0,0.134,0.508,133.629,260253,4
"valorant",12827397,"Video Game Music",0.598,0.705,11,-5.462,1,0.0333,0.0826,1.8e-05,0.133,0.104,95.018,212927,4
"other",1910102,"Other",0.424,0.356,6,-8.374,1,0.0777,0.792,0,0.148,0.0738,125.41,209537,4
"other",2242534,"Classical",0.251,0.219,7,-16.781,1,0.0323,0.929,0.933,0.0824,0.0965,89.997,325000,3
"other",918709,"Classical",0.272,0.346,0,-14.01,0,0.0317,0.926,0.931,0.0772,0.24,79.773,134747,4
"yasumu",15034550,"Lo-Fi",0.735,0.15,2,-13.138,0,0.0829,0.901,0.924,0.137,0.313,83.043,130264,4
"other",198650,"Other",0.761,0.602,7,-8.326,1,0.0651,0.00189,0.000121,0.16,0.568,103.984,198651,4
"sonu nigam",554206,"Filmi",0.814,0.909,0,-6.875,1,0.0753,0.319,0,0.345,0.961,100.004,230947,4
"pritam",60013,"Filmi",0.59,0.859,2,-5.005,0,0.0416,0.633,0,0.286,0.634,149.966,329387,4
"kk",55992,"Filmi",0.486,0.382,6,-6.183,1,0.0286,0.613,8.56e-05,0.149,0.164,125.918,333200,3
"other",3300,"Other",0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,211290,4
"other",1347893,"Filmi",0.733,0.933,7,-4.583,1,0.105,0.0576,0.0691,0.0615,0.696,132.992,354253,4
"uttam singh",672234,"Bollywood",0.752,0.67,6,-10.641,0,0.0465,0.306,0.000528,0.729,0.748,110.696,336118,4
"other",172519,"Hip Hop",0.778,0.743,6,-4.506,0,0.0288,0.356,0,0.259,0.834,121.956,122336,4
"other",499212,"Pop",0.622,0.779,9,-5.799,1,0.037,0.102,0.000934,0.145,0.761,100.013,249661,4
"other",2853719,"Other",0.841,0.541,5,-7.564,0,0.143,0.0968,0,0.0982,0.378,145.038,187013,4
"other",331467,"Filmi",0.664,0.384,9,-16.858,0,0.0751,0.629,0,0.146,0.688,149.945,331468,4
"kk",181421,"Filmi",0.735,0.938,1,-7.142,1,0.0571,0.00942,7.91e-05,0.057,0.792,110.999,392267,4
"other",160880,"Sped Up",0.708,0.782,2,-4.687,1,0.0674,0.00772,0,0.107,0.484,119.997,160880,4
"other",562806,"Alternative",0.409,0.338,4,-7.951,1,0.0432,0.731,0,0.25,0.273,184.043,144446,3
"vampire weekend",178420,"Classical",0.504,0.815,6,-6.967,1,0.332,0.209,0.0513,0.0838,0.842,193.966,361373,4
"other",501811,"R&b",0.826,0.624,7,-8.386,1,0.25,0.784,1.73e-06,0.112,0.894,115.94,179336,4
"radwimps",981564,"Japanese Pop",0.182,0.27,4,-23.826,0,0.057,0.277,0.962,0.128,0.0359,69.391,115840,4
"sarcastic sounds",45718,"Lo-Fi",0.657,0.821,0,-5.655,1,0.232,0.686,0,0.0736,0.823,169.897,142092,4
