"artistName","msPlayed","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"other",149714,"Other",0.765,0.906,8,-2.097,0,0.0965,0.125,0,0.423,0.95,96.071,184558,4
"green day",80307,"Other",0.658,0.784,1,-14.678,1,0.0342,0.21,0.861,0.0961,0.574,139.883,299560,4
"chase atlantic",196582,"R&b",0.518,0.572,10,-6.706,0,0.0416,0.0503,2.41e-05,0.129,0.291,130.053,196767,4
"other",19329,"Uk Pop",0.546,0.708,9,-3.929,0,0.0602,0.0129,0,0.187,0.406,143.991,194048,4
"other",3385875,"Other",0.484,0.675,1,-6.99,0,0.0444,0.0178,0.634,0.329,0.0584,99.98,201340,4
"sasha alex sloan",47324,"Alternative",0.589,0.102,8,-18.015,1,0.147,0.894,0,0.24,0.544,117.166,45587,5
"other",392772,"Pop Rap",0.724,0.6,10,-4.391,0,0.29,0.141,0.000218,0.104,0.466,86.984,196387,4
"lauv",8911,"Pop",0.744,0.552,7,-7.406,1,0.0926,0.0834,8.02e-06,0.132,0.285,125.194,197307,5
"linkin park",296560,"Alternative Rock",0.484,0.727,0,-6.107,1,0.0358,0.198,0.00204,0.107,0.216,120.066,296560,4
"other",228633,"Chillstep",0.478,0.518,6,-7.721,1,0.0378,0.181,0.000185,0.18,0.38,147.805,228775,3
"other",12276,"Lo-Fi",0.731,0.474,4,-12.485,0,0.063,0.834,0.931,0.109,0.729,160.015,165750,4
"sasha alex sloan",215040,"Alternative",0.682,0.363,2,-10.837,1,0.0261,0.699,3e-05,0.363,0.203,94.978,154275,4
"sasha alex sloan",5633626,"Alternative",0.682,0.363,2,-10.837,1,0.0261,0.699,3e-05,0.363,0.203,94.978,154275,4
"other",1111172,"Uk Pop",0.651,0.626,5,-6.036,1,0.0428,0.0559,0,0.123,0.39,120.061,194750,4
"radwimps",97277,"Japanese Pop",0.638,0.291,9,-7.144,1,0.0442,0.822,0,0.318,0.378,141.929,150653,4
"other",258117,"Filmi",0.669,0.357,7,-16.269,1,0.0625,0.198,3.22e-06,0.0446,0.501,88.022,465133,4
"other",11178,"Filmi",0.405,0.745,2,-7.914,0,0.108,0.657,0.00552,0.117,0.751,87.452,263027,4
"other",75418,"Other",0.733,0.963,10,-5.06,1,0.0665,0.0558,1.32e-05,0.0766,0.91,145.05,367818,4
"winona oak",4880426,"Swedish Pop",0.639,0.671,3,-4.794,0,0.0312,0.39,1.73e-06,0.092,0.586,91.997,176471,4
"other",229401,"Other",0.787,0.682,11,-10.544,0,0.0588,0.0751,0,0.111,0.319,105.094,229429,4
"other",405851,"Other",0.661,0.46,7,-9.761,1,0.3,0.652,0,0.143,0.433,140.086,72451,4
"other",109859,"Lo-Fi Jazzhop",0.715,0.186,8,-11.769,0,0.0902,0.793,0.893,0.106,0.232,70.988,109859,4
"other",295079,"Filmi",0.846,0.634,10,-7.753,0,0.0432,0.122,0,0.146,0.944,104.964,295079,4
"other",101525,"Filmi",0.911,0.608,4,-5.438,0,0.249,0.283,1.34e-06,0.113,0.652,100.013,194168,4
"julia michaels",726412,"Pop",0.728,0.415,8,-6.852,1,0.0639,0.401,0,0.0616,0.455,114.145,176320,4
"lund",13914618,"Hip Hop",0.754,0.517,11,-7.598,1,0.0368,0.587,0,0.0971,0.299,120.061,188560,4
"julia michaels",480744,"Pop",0.752,0.774,8,-4.379,1,0.0532,0.142,8.3e-06,0.0993,0.625,113.935,181000,4
"fiji blue",4715555,"Chill Pop",0.731,0.597,4,-7.661,1,0.0567,0.338,0.00114,0.0771,0.863,101.991,159013,4
"other",99664,"Edm",0.576,0.835,2,-6.826,1,0.0486,0.337,0,0.082,0.476,150.017,257720,4
"other",165444,"Chill Pop",0.647,0.681,8,-6.405,1,0.0373,0.556,0,0.124,0.514,145.039,165444,4
"nico collins",4110059,"Other",0.686,0.804,7,-3.774,1,0.0443,0.0298,0,0.35,0.572,88.034,191037,4
"astrid s",1859312,"Alternative",0.562,0.379,6,-7.625,1,0.231,0.526,0,0.151,0.258,171.848,204989,4
"anson seabra",6766275,"Alternative",0.598,0.444,2,-8.683,0,0.0327,0.68,1.94e-05,0.142,0.286,113.919,183090,4
"imagine dragons",240306,"Rock",0.656,0.884,2,-4.748,1,0.0372,0.0162,0,0.145,0.86,105.009,237987,4
"ali gatie",6496525,"Hip Hop",0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,212607,4
"other",551798,"Asian Pop",0.55,0.465,7,-6.09,1,0.0248,0.609,0,0.109,0.314,76.033,231002,4
"shankar-ehsaan-loy",322925,"Filmi",0.902,0.772,6,-8.29,0,0.0383,0.0452,0.000129,0.12,0.808,131.992,333093,4
"other",189026,"New French Touch",0.803,0.684,8,-10.081,1,0.0627,0.68,0.0722,0.131,0.563,112.985,189027,4
"radwimps",1220797,"Japanese Pop",0.786,0.0775,9,-13.94,1,0.0965,0.993,0.846,0.115,0.72,143.089,111560,3
"other",106310,"Lo-Fi Jazzhop",0.548,0.384,6,-15.053,0,0.0331,0.0352,0.0728,0.146,0.766,146.974,106310,4
"other",140312,"Lo-Fi",0.504,0.401,0,-10.016,1,0.0958,0.805,0.00596,0.155,0.243,114.95,140312,4
"other",877068,"Alternative",0.604,0.277,2,-8.249,1,0.0286,0.915,1.82e-05,0.113,0.22,82.922,219268,4
"kina",473589,"Lo-Fi",0.496,0.496,2,-9.186,1,0.0318,0.641,0.0014,0.114,0.263,139.946,157714,4
"imagine dragons",6760,"Rock",0.524,0.679,2,-6.01,0,0.0565,0.131,0,0.201,0.37,142.588,230200,4
"other",3177,"Other",0.574,0.979,7,-2.314,1,0.0678,0.00052,0.895,0.0493,0.123,172.031,339086,4
"unlike pluto",401910,"Other",0.663,0.551,2,-8.191,0,0.0661,0.39,6.73e-06,0.11,0.407,100.09,200400,4
"other",277986,"Filmi",0.778,0.812,4,-8.561,0,0.046,0.0573,8.28e-06,0.243,0.791,99.962,277987,4
"kk",84575,"Filmi",0.604,0.347,7,-8.023,1,0.0245,0.737,2.14e-05,0.118,0.271,100.96,242463,4
"other",251853,"Filmi",0.626,0.561,9,-6.644,0,0.0304,0.0482,0,0.304,0.794,167.916,251853,4
"other",284573,"Filmi",0.599,0.653,0,-7.576,0,0.122,0.362,0,0.144,0.678,79.968,284573,4
"other",8900,"Filmi",0.299,0.447,3,-7.862,0,0.0383,0.858,0.000314,0.097,0.321,121.723,174039,4
"other",9937,"Big Room",0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,215760,4
"other",225442,"Electropop",0.677,0.652,1,-6.744,1,0.0289,0.0107,3.54e-06,0.144,0.564,115.973,225517,4
"other",42886,"Pop",0.563,0.71,7,-6.212,1,0.0592,0.0663,0,0.105,0.262,133.873,329429,4
"other",774000,"R&b",0.733,0.421,0,-6.702,1,0.0298,0.174,0,0.119,0.416,80.036,193500,4
"other",96973,"Other",0.618,0.629,3,-7.726,0,0.0323,0.385,3.1e-06,0.12,0.743,150.076,218865,3
"yot club",174000,"Pop",0.639,0.82,5,-6.782,1,0.0448,0.086,0.939,0.207,0.369,165.895,174936,4
"other",151168,"Chillhop",0.624,0.172,11,-20.261,1,0.0512,0.904,0.926,0.0878,0.336,153.974,151169,4
"other",366723,"Other",0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,122339,4
"other",14510,"Edm",0.7,0.701,11,-3.834,0,0.161,0.013,0,0.461,0.38,93.012,223107,4
"other",10280,"Other",0.737,0.505,9,-10.988,0,0.122,0.686,9.87e-05,0.126,0.277,109.408,156933,3
"other",183272,"Australian Dance",0.552,0.894,1,-3.724,1,0.0331,0.000176,0.284,0.183,0.0623,109.976,183273,4
"alec benjamin",182669,"Alternative",0.787,0.558,0,-5.237,1,0.0414,0.664,0,0.347,0.706,94.049,171539,4
"other",11350,"Glitch Hop",0.696,0.789,4,-6.555,0,0.167,0.0205,0.00145,0.343,0.48,100.002,232173,4
"other",2420,"Glitch Hop",0.647,0.683,6,-10.213,0,0.0541,4.69e-05,0.824,0.0808,0.247,100.029,241009,4
"pritam",104636,"Filmi",0.393,0.609,4,-5.954,1,0.0415,0.0558,2.22e-06,0.107,0.347,71.377,264963,4
"linearwave",110518,"Lo-Fi",0.691,0.414,9,-13.168,0,0.0357,0.978,0.937,0.283,0.319,139.996,110518,4
"xxxtentacion",1262473,"Rap",0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
"other",1465199,"Other",0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,161560,4
"other",255453,"Other",0.529,0.461,8,-13.124,1,0.0299,0.0189,0.793,0.0714,0.366,120.005,148461,4
"charlotte lawrence",779651,"Alternative",0.476,0.652,2,-4.546,0,0.104,0.23,0,0.136,0.47,190.118,184659,3
"vampire weekend",213466,"Classical",0.523,0.792,8,-6.739,1,0.0305,0.00809,0.00463,0.133,0.561,152.056,213467,4
"lady gaga",44154,"Alternative",0.661,0.937,10,-3.83,0,0.0744,0.000967,1.59e-05,0.355,0.535,131.001,249067,4
"blackbear",183876,"Pop",0.716,0.535,1,-8.01,1,0.42,0.218,0,0.0673,0.572,102.843,183944,4
"other",2628725,"Hopebeat",0.558,0.558,4,-10.455,1,0.0367,0.706,6.83e-05,0.27,0.524,139.914,205413,3
"lauv",1315226,"Pop",0.755,0.625,2,-7.114,1,0.0897,0.49,0,0.157,0.374,147.022,174861,4
"other",239400,"Other",0.596,0.27,2,-11.486,1,0.0265,0.785,0.134,0.0647,0.155,100.006,239400,4
"other",1849990,"Rock",0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4
"twenty one pilots",239060,"Rock",0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052,238560,4
"other",496,"Hopebeat",0.59,0.697,9,-6.973,1,0.0356,0.115,0.00308,0.121,0.323,106.06,219134,4
"jack ü",182215,"Edm",0.744,0.997,2,-1.325,1,0.13,0.0304,0.00256,0.0737,0.558,127.975,208125,4
"other",751384,"Ambient Folk",0.459,0.326,9,-12.29,1,0.0268,0.896,0.0132,0.112,0.0864,90.042,271487,4
"other",314080,"Alternative",0.324,0.495,6,-10.625,1,0.0398,0.0171,0.487,0.143,0.0584,177.742,314080,4
"other",148640,"Pop",0.757,0.363,6,-11.731,1,0.0578,0.476,0,0.0938,0.456,90.025,148677,4
"other",1746189,"Other",0.636,0.788,5,-9.177,0,0.0432,0.0897,0,0.286,0.701,125,162608,4
"other",183600,"Lo-Fi",0.642,0.149,6,-13.639,0,0.0405,0.879,0.903,0.103,0.0855,74.942,183600,4
"lady gaga",569657,"Alternative",0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,4
"alec benjamin",291839,"Alternative",0.747,0.482,0,-5.614,1,0.033,0.618,0,0.128,0.536,91.991,167642,4
"other",186691,"Other",0.566,0.714,4,-7.8,0,0.0366,0.0687,0.000229,0.432,0.15,131.062,186870,4
"other",3711745,"Other",0.712,0.506,8,-9.499,0,0.0429,0.796,0,0.115,0.502,93.008,203238,4
"other",123997,"Other",0.592,0.214,1,-13.468,1,0.115,0.936,1.62e-05,0.253,0.422,81.672,117037,4
"high school musical cast",328242,"Pop",0.547,0.723,2,-4.804,0,0.0323,0.312,0,0.112,0.377,102.003,156187,4
"other",544604,"Other",0.754,0.504,4,-7.143,0,0.32,0.159,1.77e-06,0.121,0.683,80.052,186625,4
"other",4283861,"Pop",0.689,0.534,6,-10.335,1,0.0325,0.727,0.00174,0.11,0.48,100.746,186253,4
"other",462299,"Other",0.749,0.497,10,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,95.818,438493,4
"other",220734,"Edm",0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,220734,4
"other",3638360,"Alternative",0.598,0.555,0,-7.407,1,0.0295,0.508,0.0277,0.304,0.353,152.101,203089,4
"other",15619,"Phonk",0.831,0.872,10,-4.666,0,0.0598,0.00275,0.913,0.133,0.41,93.996,125954,4
"other",445582,"Other",0.761,0.641,5,-5.972,0,0.0589,0.032,0,0.12,0.323,100.002,273600,4
"other",180026,"Other",0.698,0.812,0,-5.5,1,0.0399,0.58,0.182,0.113,0.351,128.045,180027,4
"other",323306,"Desi Pop",0.898,0.435,6,-8.834,1,0.0489,0.555,0,0.139,0.836,115.034,154435,4
"shankar-ehsaan-loy",483920,"Filmi",0.365,0.407,5,-10.352,1,0.0424,0.752,0.00129,0.212,0.464,149.161,483920,4
"other",2321,"Filmi",0.791,0.558,7,-7.155,0,0.0661,0.276,0,0.0859,0.872,95.077,218836,4
"pritam",269850,"Filmi",0.611,0.612,2,-7.978,1,0.114,0.441,0,0.18,0.898,171.841,270439,4
"other",90867,"Filmi",0.61,0.492,10,-7.55,1,0.0261,0.334,6.3e-06,0.0979,0.165,90.984,303206,4
"eve",3841401,"Other",0.584,0.911,5,-3.515,0,0.09,0.0119,0,0.119,0.606,92.502,221426,4
"other",5633,"Other",0.689,0.261,7,-10.355,1,0.0347,0.871,0.000201,0.119,0.297,114.95,193826,4
"kk",64604,"Filmi",0.613,0.108,9,-15.73,0,0.0289,0.573,0,0.0565,0.779,85.941,64773,4
"shankar-ehsaan-loy",396492,"Filmi",0.532,0.529,0,-8.402,1,0.0352,0.334,0.000144,0.078,0.295,81.989,321240,4
"pritam",239891,"Filmi",0.562,0.368,1,-9.198,1,0.027,0.973,0.000164,0.105,0.25,107.914,240534,4
"other",229320,"Mellow",0.709,0.913,7,-5.148,1,0.0748,0.0182,0,0.167,0.519,108.024,229320,4
"other",117520,"Other",0.439,0.541,1,-9.108,1,0.0757,0.673,3.9e-06,0.128,0.692,151.925,299813,3
"other",171975,"Other",0.478,0.512,5,-7.679,0,0.0384,0.728,0,0.0978,0.528,137.886,293893,3
"other",331204,"Other",0.707,0.417,1,-9.269,1,0.0438,0.73,2.07e-05,0.106,0.57,115.939,227143,4
"kishore kumar",5670,"Bollywood",0.502,0.744,1,-8.573,1,0.134,0.698,0,0.478,0.627,117.305,353907,4
"other",187982,"Desi Pop",0.825,0.666,4,-4.847,0,0.0554,0.143,2.81e-06,0.237,0.763,96.987,187983,4
"eminem",236685,"Detroit Hip Hop",0.78,0.808,2,-5.175,1,0.484,0.112,0,0.329,0.642,79.982,216029,4
"sonu nigam",1403,"Filmi",0.832,0.658,9,-6.333,0,0.0303,0.101,0.00121,0.284,0.666,120.044,272175,4
"other",359852,"Other",0.361,0.23,2,-10.69,1,0.0324,0.979,0.0321,0.181,0.241,101.565,362227,4
"other",1313444,"Hip Hop",0.756,0.858,1,-4.05,0,0.0585,0.035,0.000254,0.061,0.764,101.984,210680,4
"other",955761,"Other",0.421,0.396,3,-7.973,1,0.0301,0.575,0,0.0949,0.111,139.768,466887,3
"other",849203,"Hip Hop",0.574,0.496,8,-7.153,0,0.0277,0.431,0,0.399,0.61,109.935,205947,4
"sachin-jigar",169979,"Filmi",0.478,0.767,6,-9.569,1,0.136,0.0158,1.96e-05,0.352,0.227,104.977,170347,4
"valorant",508878,"Video Game Music",0.556,0.916,2,-5.831,1,0.0483,0.0503,0.595,0.114,0.271,100.965,215941,4
"other",1444143,"Other",0.976,0.678,10,-6.532,0,0.0929,0.142,0.557,0.0573,0.747,109.957,226909,4
"other",1173466,"Other",0.491,0.851,8,-4.481,1,0.0322,0.00504,0.0151,0.175,0.251,107.995,262222,4
"other",161540,"R&b",0.62,0.28,7,-10.467,1,0.0465,0.268,3.7e-06,0.223,0.178,135.581,161541,4
"radwimps",1366571,"Japanese Pop",0.548,0.0956,5,-14.196,1,0.0468,0.964,0.905,0.0933,0.22,129.933,170027,4
"other",1992065,"Filmi",0.531,0.431,2,-8.937,0,0.037,0.868,2.47e-05,0.127,0.19,107.99,241449,4
"other",101877,"Pop",0.41,0.256,8,-8.653,1,0.0284,0.845,6.31e-06,0.116,0.308,137.741,175200,4
"odesza",214153,"Edm",0.484,0.844,9,-6.096,0,0.0479,0.0332,0.0319,0.22,0.49,130.062,214154,4
"sasha alex sloan",179836,"Alternative",0.762,0.585,8,-8.819,1,0.102,0.478,0,0.113,0.303,140.005,180240,4
"other",2319328,"Electropop",0.81,0.788,10,-3.663,1,0.0447,0.267,0.000172,0.196,0.845,135.991,174761,4
"anson seabra",396440,"Alternative",0.689,0.143,6,-17.374,1,0.264,0.97,0,0.109,0.528,85.398,198220,4
"other",123200,"Pop",0.561,0.522,6,-7.699,0,0.108,0.613,0,0.103,0.43,94.321,178105,4
"other",95908,"Other",0.63,0.911,7,-3.702,1,0.0596,0.147,0.000621,0.161,0.484,128.072,168252,4
"other",3533345,"Other",0.651,0.627,7,-6.842,1,0.164,0.0892,0,0.0941,0.441,169.955,177720,4
"other",300108,"Other",0.572,0.135,2,-18.25,1,0.0351,0.972,0.956,0.0922,0.2,137.89,150055,4
"other",3630,"Glitch Hop",0.681,0.89,7,-7.689,1,0.116,0.0137,0.883,0.352,0.123,107.28,196400,4
"other",582399,"Pop",0.743,0.49,1,-10.845,1,0.0377,0.307,0.0393,0.108,0.394,120.028,194133,4
"other",144906,"Phonk",0.838,0.59,7,-4.305,1,0.233,0.439,0.874,0.105,0.495,150.02,144980,4
"other",76988,"Other",0.465,0.557,7,-9.738,1,0.0451,0.499,0,0.28,0.658,159.791,345013,3
"other",10314,"Modern Bollywood",0.517,0.565,9,-10.184,1,0.0441,0.721,0.00689,0.0997,0.69,169.952,251704,4
"other",39903,"Desi Pop",0.5,0.677,0,-7.73,0,0.0634,0.21,0,0.118,0.524,149.751,162207,3
"sachin-jigar",58719,"Filmi",0.684,0.721,5,-7.116,1,0.0924,0.36,0,0.168,0.568,128.059,198760,4
"other",723337,"Filmi",0.382,0.632,8,-6.393,1,0.0411,0.391,0.000486,0.0922,0.716,78.936,333584,4
"pritam",463824,"Filmi",0.818,0.829,8,-7.145,0,0.0978,0.303,8.53e-05,0.277,0.967,108.999,279357,4
"other",2040,"Ambient",0.595,0.788,3,-10.128,0,0.363,0.195,0.202,0.153,0.414,97.012,230307,4
"conro",201865,"Canadian Electronic",0.748,0.838,9,-5.517,1,0.0394,0.0564,0.0218,0.0867,0.703,110.017,201818,4
"lauv",375182,"Pop",0.802,0.547,8,-7.034,1,0.0518,0.205,0,0.109,0.922,109.966,187026,4
"other",208613,"Alternative",0.472,0.526,1,-10.987,1,0.0306,0.524,0.0056,0.0856,0.258,138.933,208613,4
"elley duhé",284316,"Alternative",0.684,0.729,1,-3.8,1,0.0407,0.0231,0.000628,0.124,0.49,159.975,185787,4
"skrillex",252665,"Brostep",0.788,0.874,0,-3.336,1,0.0805,0.00219,0.00231,0.0998,0.629,126.988,297986,4
"skrillex",307153,"Brostep",0.594,0.947,0,-3.904,1,0.0519,0.00133,0.108,0.305,0.362,140.043,281122,4
"other",1149699,"Other",0.466,0.448,10,-8.73,0,0.0921,0.863,0.000186,0.255,0.251,71.426,234930,4
"the neighbourhood",161744,"Alternative Rock",0.547,0.639,2,-6.958,1,0.117,0.0137,0,0.305,0.399,90.098,161947,4
"other",3006029,"Indie",0.397,0.1,0,-15.43,1,0.0375,0.982,0.00467,0.1,0.101,126.813,475187,4
"other",2343077,"Rock",0.535,0.65,10,-6.328,1,0.0554,0.379,0,0.14,0.61,117.188,179600,4
"other",129196,"Rap",0.886,0.741,10,-5.043,1,0.0682,0.00254,0.000134,0.151,0.95,140.024,129196,4
"other",944006,"Alternative Rock",0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,313573,4
"other",127067,"Rap",0.755,0.715,1,-6.401,1,0.122,0.106,0.000142,0.164,0.452,144.855,127081,4
"m83",41323,"French Shoegaze",0.498,0.553,5,-6.193,1,0.0332,0.000103,0.528,0.273,0.235,111.015,322933,4
"other",355611,"Hip Hop",0.622,0.431,11,-8.26,0,0.0293,0.0955,0,0.088,0.365,117.919,216027,4
"other",628593,"Covertronica",0.779,0.66,1,-10.341,0,0.0821,0.337,0,0.217,0.693,126.024,155576,4
"other",175992,"Pop",0.661,0.779,1,-3.995,0,0.0678,0.00604,0,0.218,0.67,129.911,175993,4
"other",132121,"Filmi",0.622,0.939,7,-9.091,0,0.0587,0.602,0.0181,0.158,0.961,170.058,327000,4
"mokita",191830,"Chill Pop",0.672,0.494,2,-10.142,1,0.0443,0.48,1.01e-06,0.209,0.7,139.984,191996,4
"other",1307658,"Other",0.487,0.716,5,-6.294,1,0.0348,0.00873,0.000203,0.134,0.594,104.98,163448,4
"doja cat",417332,"Edm",0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667,4
"jp saxe",2373039,"Alternative",0.528,0.343,0,-7.62,1,0.036,0.777,0,0.162,0.342,64.879,224084,4
"harry styles",3564300,"Pop",0.375,0.93,2,-2.631,1,0.0561,0.00064,0,0.318,0.491,147.124,176387,4
"other",200013,"Boy Band",0.756,0.706,1,-4.384,0,0.0393,0.424,0,0.0635,0.799,122.925,200600,4
"other",136840,"Video Game Music",0.609,0.376,2,-17.01,1,0.0345,0.117,0.829,0.104,0.28,97.984,136840,4
"other",248461,"Other",0.556,0.608,10,-10.98,1,0.0355,0.629,0.764,0.31,0.551,87.994,248552,4
"green day",191787,"Rock",0.56,0.958,11,-3.245,1,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,190987,4
"khalid",10225,"Pop",0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,181436,4
"uttam singh",661368,"Bollywood",0.805,0.594,2,-10.846,1,0.0927,0.619,1.55e-05,0.215,0.694,110.425,330684,4
"sonu nigam",1426638,"Filmi",0.663,0.762,5,-4.095,1,0.0326,0.17,1.06e-05,0.107,0.553,140.022,375347,4
"other",16453520,"Other",0.633,0.839,0,-6.302,0,0.0488,0.0281,0.00124,0.0823,0.371,160.018,209899,4
"other",1001981,"Other",0.66,0.812,3,-9.703,1,0.0883,0.0762,0.000353,0.381,0.666,159.976,91500,4
"other",272169,"Other",0.559,0.316,5,-13.201,1,0.026,0.053,0,0.0709,0.619,84.001,270095,4
"other",273382,"Other",0.528,0.593,1,-3.68,1,0.0545,0.289,0.00054,0.0724,0.351,167.238,273583,4
"eve",2887908,"Other",0.718,0.831,3,-3.213,1,0.0758,0.116,0,0.305,0.761,142.942,199995,4
"other",47730,"Other",0.269,0.165,2,-12.859,1,0.0367,0.824,0.00714,0.0822,0.407,118.01,103775,4
"kato",2081172,"Lo-Fi",0.617,0.0806,2,-24.894,1,0.0348,0.936,0.946,0.121,0.289,98.165,87612,4
"other",1615580,"Other",0.649,0.39,2,-8.058,1,0.0395,0.538,0.43,0.339,0.366,120.099,111585,4
"kato",129944,"Lo-Fi",0.689,0.0258,2,-28.516,1,0.0599,0.989,0.971,0.111,0.511,62.589,64881,3
"other",6553,"Lo-Fi",0.715,0.209,2,-18.411,1,0.0385,0.975,0.689,0.184,0.597,115.011,133697,4
"other",2003,"Lo-Fi",0.755,0.295,2,-23.411,1,0.077,0.931,0.881,0.101,0.349,110.027,117569,4
"kato",2702468,"Lo-Fi",0.693,0.0141,2,-28.587,1,0.074,0.993,0.965,0.104,0.578,62.636,64243,5
"other",308894,"Other",0.559,0.219,5,-14.283,1,0.034,0.746,0.91,0.111,0.137,74.98,154447,4
"linkin park",339174,"Alternative Rock",0.415,0.528,4,-7.564,1,0.0293,0.088,0.00595,0.0746,0.0479,105.217,340253,4
"matt maltese",5618982,"Indie",0.521,0.509,3,-8.059,1,0.0276,0.738,0.784,0.119,0.37,153.563,220245,4
"other",2133591,"Other",0.482,0.454,7,-9.983,0,0.0514,0.688,0.251,0.144,0.106,125.952,204157,4
"jatin-lalit",58640,"Pop",0.547,0.554,7,-11.165,1,0.0374,0.602,0.000155,0.0735,0.848,91.386,297867,4
"radwimps",1441315,"Japanese Pop",0.223,0.207,0,-14.767,0,0.0346,0.97,0.594,0.105,0.0595,149.806,175107,3
"a.r. rahman",68960,"Filmi",0.362,0.378,1,-11.008,1,0.0329,0.679,0,0.091,0.575,87.549,470500,4
"odesza",208000,"Edm",0.335,0.33,0,-8.302,1,0.031,0.472,0.41,0.164,0.04,75.07,208000,4
"other",3766,"Desi Pop",0.528,0.344,6,-11.787,1,0.0586,0.616,0,0.232,0.461,107.626,158825,4
"shankar-ehsaan-loy",318980,"Filmi",0.594,0.548,9,-7.588,0,0.0267,0.611,0.00146,0.117,0.374,98.014,236160,4
"other",1381854,"Bollywood",0.429,0.644,6,-9.102,1,0.0383,0.719,6.66e-05,0.383,0.657,132.207,239133,4
"kk",534036,"Filmi",0.644,0.818,6,-5.924,0,0.0549,0.431,2.62e-05,0.0806,0.789,118.477,266653,4
"other",384493,"Bollywood",0.666,0.447,7,-7.568,1,0.0245,0.506,1.5e-06,0.12,0.584,102.713,383013,4
"skrillex",384308,"Brostep",0.605,0.92,4,-2.298,0,0.0713,0.0012,0.000596,0.483,0.219,174.974,200787,4
"linkin park",152518,"Alternative Rock",0.672,0.974,10,-5.604,0,0.113,0.0436,0.654,0.828,0.296,102.129,152533,4
"other",469141,"Other",0.583,0.463,10,-6.609,1,0.0321,0.511,0,0.177,0.385,81.953,190841,4
"other",23911,"Other",0.788,0.345,2,-8.002,1,0.0329,0.865,0,0.119,0.392,109.919,202612,4
"other",9450101,"Indie",0.494,0.553,5,-5.57,1,0.197,0.413,4.17e-05,0.218,0.359,82.061,172756,4
"other",179407,"Phonk",0.699,0.825,1,-6.155,1,0.0523,0.0892,0.931,0.0928,0.361,169.994,179407,4
"other",129473,"Rap",0.603,0.531,4,-9.165,0,0.0629,0.307,0,0.114,0.146,151.96,129474,4
"blackbear",204847,"Pop",0.475,0.39,0,-11.344,0,0.063,0.0654,0.00045,0.16,0.0713,143.88,205005,4
"linkin park",1936,"Alternative Rock",0.546,0.98,9,-3.02,0,0.0619,0.0154,0,0.31,0.478,120.037,205120,4
"other",1358539,"Trap",0.587,0.902,8,-2.506,1,0.049,0.0336,0.000112,0.1,0.0878,102.029,204706,4
"elley duhé",2414255,"Alternative",0.554,0.862,3,-4.672,1,0.0361,0.000924,0.000142,0.422,0.557,139.937,218630,4
"other",1426466,"Alternative",0.321,0.705,7,-5.41,1,0.0938,0.169,0,0.0514,0.302,62.014,184923,4
"other",4312674,"Other",0.61,0.654,1,-4.892,0,0.0452,0.0311,0,0.0637,0.624,175.889,167727,4
"other",3680,"Hip Hop",0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,213400,4
"other",4400,"Super Eurobeat",0.48,0.972,9,-3.985,0,0.0631,0.00757,0.00713,0.1,0.65,150.075,267362,4
"other",244217,"Other",0.714,0.845,7,-4.234,0,0.0856,0.199,0.00762,0.372,0.51,75.985,229671,4
"other",2571670,"Australian Pop",0.657,0.828,5,-5.544,1,0.0728,0.00847,0,0.326,0.566,115.954,196787,4
"other",421803,"Alternative",0.689,0.679,7,-5.893,1,0.0517,0.195,0.00111,0.224,0.475,149.972,209773,4
"claude debussy",171423,"Classical",0.285,0.00464,3,-38.222,0,0.0435,0.995,0.844,0.0582,0.216,72.32,150440,3
"other",172720,"Classical",0.512,0.0181,4,-30.054,1,0.0563,0.881,5.78e-05,0.288,0.252,137.927,86360,4
"other",814561,"Other",0.709,0.883,4,-2.74,0,0.153,0.119,5.72e-05,0.283,0.631,152.114,161827,4
"andré rieu",512711,"Easy Listening",0.262,0.166,11,-19.585,1,0.0403,0.967,0.904,0.358,0.0545,122.74,213267,4
"other",4321202,"Other",0.419,0.0842,6,-17.542,1,0.0341,0.957,0,0.285,0.246,88.278,157683,4
"other",339743,"Chanson",0.371,0.278,7,-8.596,0,0.0303,0.981,0,0.272,0.338,82.331,187733,4
